User-Email,Booked,login,provider-booked,provider-schedule,provider-search,provider-select
1.2.2057@example.com,1,6,5,13,2,6
1.2.2052@example.com,1,5,5,9,1,4
1.2.2048@example.com,1,6,5,15,5,6
1.2.2027@example.com,1,8,5,12,9,7
1.2.2012@example.com,1,5,5,15,5,6
1.2.1989@example.com,1,6,5,14,2,7
1.2.1988@example.com,1,4,5,10,2,5
1.2.1985@example.com,1,6,5,16,4,6
1.2.1964@example.com,1,4,5,11,4,3
1.2.1958@example.com,1,5,5,12,6,5
1.2.195@example.com,1,6,5,13,4,9
1.2.1941@example.com,1,8,5,10,3,7
1.2.1933@example.com,1,7,5,14,9,7
1.2.1897@example.com,1,8,5,10,3,5
1.2.1878@example.com,1,6,5,14,3,7
1.2.1870@example.com,1,7,5,11,14,6
1.2.1868@example.com,1,4,5,12,2,5
1.2.1864@example.com,1,5,5,11,7,10
1.2.1862@example.com,1,5,5,13,3,6
1.2.1857@example.com,1,4,5,9,2,4
1.2.1812@example.com,1,5,5,10,5,6
1.2.1811@example.com,1,8,5,9,5,5
1.2.1806@example.com,1,2,5,11,6,5
1.2.1775@example.com,1,4,5,9,4,4
1.2.177@example.com,1,9,5,10,7,4
1.2.1751@example.com,1,3,5,14,2,5
1.2.1740@example.com,1,7,5,16,6,8
1.2.174@example.com,1,4,5,3,6,2
1.2.1737@example.com,1,3,5,12,6,6
1.2.171@example.com,1,4,5,12,8,5
1.2.1705@example.com,1,5,5,11,6,4
1.2.1691@example.com,1,4,5,8,3,4
1.2.1674@example.com,1,6,5,13,1,5
1.2.167@example.com,1,4,5,9,3,5
1.2.166@example.com,1,7,5,10,6,5
1.2.1642@example.com,1,2,5,3,1,2
1.2.1622@example.com,1,10,5,14,7,10
1.2.1610@example.com,1,4,5,11,8,5
1.2.1585@example.com,1,7,5,5,2,3
1.2.1575@example.com,1,7,5,12,6,6
1.2.155@example.com,1,4,5,10,2,8
1.2.1533@example.com,1,4,5,9,5,5
1.2.1529@example.com,1,15,5,11,8,8
1.2.1505@example.com,1,7,5,20,12,11
1.2.1492@example.com,1,8,5,5,3,3
1.2.149@example.com,1,8,5,14,5,7
1.2.1480@example.com,1,6,5,8,8,6
1.2.1478@example.com,1,5,5,13,7,6
1.2.1469@example.com,1,5,5,8,4,5
1.2.1466@example.com,1,7,5,17,3,11
1.2.146@example.com,1,3,5,3,5,3
1.2.1431@example.com,1,5,5,11,5,5
1.2.143@example.com,1,5,5,13,9,7
1.2.1409@example.com,1,5,5,10,5,7
1.2.1393@example.com,1,4,5,12,1,6
1.2.1370@example.com,1,6,5,9,4,7
1.2.1331@example.com,1,1,5,13,8,6
1.2.1312@example.com,1,4,5,12,2,5
1.2.1281@example.com,1,3,5,10,2,5
1.2.1260@example.com,1,5,5,14,6,7
1.2.1259@example.com,1,5,5,13,4,6
1.2.123@example.com,1,4,5,10,4,3
1.2.1215@example.com,1,3,5,3,2,5
1.2.1202@example.com,1,8,5,14,6,6
1.2.120@example.com,1,4,5,11,2,5
1.2.1129@example.com,1,5,5,10,4,5
1.2.1109@example.com,1,10,5,17,4,8
1.2.1101@example.com,1,5,5,14,2,6
1.2.1077@example.com,1,5,5,10,3,5
1.2.1062@example.com,1,5,5,9,3,3
1.2.1055@example.com,1,4,5,12,3,5
1.2.104@example.com,1,10,5,9,5,6
1.2.9998@example.com,1,5,4,8,3,5
1.2.9990@example.com,1,3,4,8,0,3
1.2.9981@example.com,1,6,4,20,8,8
1.2.9964@example.com,1,5,4,9,3,4
1.2.9961@example.com,1,6,4,13,6,5
1.2.9951@example.com,1,4,4,7,4,4
1.2.9933@example.com,1,8,4,7,7,4
1.2.9922@example.com,1,4,4,8,1,4
1.2.9903@example.com,1,5,4,7,5,4
1.2.9893@example.com,1,3,4,9,7,4
1.2.9890@example.com,1,5,4,9,2,3
1.2.9881@example.com,1,3,4,12,1,6
1.2.9843@example.com,1,6,4,10,6,4
1.2.9825@example.com,1,5,4,13,9,5
1.2.9810@example.com,1,4,4,9,1,5
1.2.9804@example.com,1,7,4,6,5,5
1.2.9789@example.com,1,6,4,12,4,6
1.2.9766@example.com,1,5,4,9,7,4
1.2.9758@example.com,1,3,4,11,3,4
1.2.9744@example.com,1,4,4,2,4,3
1.2.9738@example.com,1,4,4,9,1,4
1.2.9737@example.com,1,1,4,8,2,3
1.2.9709@example.com,1,5,4,11,4,4
1.2.9660@example.com,1,7,4,9,4,5
1.2.9659@example.com,1,9,4,7,7,8
1.2.9650@example.com,1,7,4,10,7,5
1.2.9638@example.com,1,3,4,10,1,4
1.2.9637@example.com,1,6,4,7,5,8
1.2.9619@example.com,1,7,4,11,9,9
1.2.9593@example.com,1,6,4,18,7,8
1.2.9586@example.com,1,4,4,12,3,6
1.2.9565@example.com,1,7,4,9,4,7
1.2.9545@example.com,1,6,4,9,6,5
1.2.9533@example.com,1,4,4,8,2,3
1.2.9530@example.com,1,5,4,11,6,6
1.2.9528@example.com,1,3,4,10,0,4
1.2.9517@example.com,1,5,4,8,1,5
1.2.9507@example.com,1,4,4,10,3,5
1.2.9471@example.com,1,4,4,11,5,5
1.2.9445@example.com,1,3,4,10,1,4
1.2.9443@example.com,1,4,4,10,6,8
1.2.9442@example.com,1,3,4,7,7,5
1.2.9435@example.com,1,4,4,11,2,5
1.2.9416@example.com,1,9,4,8,5,10
1.2.9406@example.com,1,3,4,8,3,4
1.2.9399@example.com,1,5,4,5,3,3
1.2.9398@example.com,1,2,4,12,2,4
1.2.9390@example.com,1,3,4,10,3,4
1.2.9389@example.com,1,3,4,13,4,5
1.2.9367@example.com,1,5,4,8,4,4
1.2.9356@example.com,1,4,4,12,4,4
1.2.9343@example.com,1,5,4,11,6,5
1.2.9334@example.com,1,4,4,5,6,3
1.2.9299@example.com,1,4,4,6,1,3
1.2.929@example.com,1,4,4,8,4,4
1.2.9254@example.com,1,4,4,7,4,4
1.2.9240@example.com,1,4,4,11,3,4
1.2.9215@example.com,1,3,4,8,4,6
1.2.9206@example.com,1,10,4,12,7,5
1.2.9187@example.com,1,4,4,8,4,4
1.2.9178@example.com,1,9,4,6,7,4
1.2.9176@example.com,1,7,4,12,11,7
1.2.9173@example.com,1,4,4,11,4,7
1.2.9138@example.com,1,2,4,8,0,3
1.2.9107@example.com,1,8,4,15,8,7
1.2.910@example.com,1,4,4,9,11,5
1.2.9093@example.com,1,8,4,7,4,4
1.2.9084@example.com,1,8,4,11,4,5
1.2.9051@example.com,1,3,4,9,2,4
1.2.9045@example.com,1,3,4,8,1,4
1.2.9042@example.com,1,4,4,7,1,3
1.2.9038@example.com,1,4,4,7,2,5
1.2.9027@example.com,1,4,4,7,4,5
1.2.9023@example.com,1,4,4,7,6,4
1.2.9016@example.com,1,6,4,11,3,6
1.2.8999@example.com,1,3,4,8,1,3
1.2.8996@example.com,1,4,4,10,4,3
1.2.8993@example.com,1,2,4,10,4,4
1.2.8970@example.com,1,5,4,12,5,5
1.2.8953@example.com,1,4,4,7,3,4
1.2.8933@example.com,1,4,4,5,4,4
1.2.8927@example.com,1,4,4,9,2,5
1.2.8907@example.com,1,4,4,3,4,3
1.2.8892@example.com,1,4,4,9,1,2
1.2.8881@example.com,1,3,4,8,8,4
1.2.8870@example.com,1,8,4,8,3,7
1.2.8863@example.com,1,10,4,18,5,10
1.2.8858@example.com,1,4,4,13,5,5
1.2.8845@example.com,1,4,4,12,3,5
1.2.8830@example.com,1,7,4,10,5,4
1.2.8826@example.com,1,5,4,11,4,5
1.2.8798@example.com,1,3,4,8,4,4
1.2.8795@example.com,1,8,4,8,7,4
1.2.8789@example.com,1,8,4,19,7,7
1.2.8780@example.com,1,8,4,7,11,6
1.2.8779@example.com,1,3,4,10,3,4
1.2.8778@example.com,1,7,4,17,7,7
1.2.8750@example.com,1,4,4,10,6,5
1.2.875@example.com,1,5,4,8,9,6
1.2.8741@example.com,1,4,4,6,2,4
1.2.874@example.com,1,5,4,8,2,4
1.2.8730@example.com,1,6,4,10,3,5
1.2.8728@example.com,1,5,4,9,3,6
1.2.8692@example.com,1,3,4,9,2,4
1.2.8690@example.com,1,6,4,12,3,11
1.2.8657@example.com,1,2,4,6,3,2
1.2.8647@example.com,1,7,4,8,7,9
1.2.8632@example.com,1,6,4,11,3,6
1.2.8625@example.com,1,3,4,10,6,5
1.2.8622@example.com,1,5,4,10,2,5
1.2.8621@example.com,1,3,4,8,2,4
1.2.8603@example.com,1,1,4,9,0,3
1.2.8594@example.com,1,3,4,9,2,4
1.2.8543@example.com,1,4,4,11,5,5
1.2.8530@example.com,1,2,4,8,4,8
1.2.8518@example.com,1,5,4,13,3,3
1.2.8511@example.com,1,7,4,9,4,4
1.2.8494@example.com,1,3,4,10,0,2
1.2.8491@example.com,1,4,4,8,3,3
1.2.8481@example.com,1,9,4,11,3,5
1.2.8477@example.com,1,7,4,9,9,4
1.2.8470@example.com,1,7,4,12,7,9
1.2.8454@example.com,1,5,4,9,11,4
1.2.8450@example.com,1,4,4,9,4,4
1.2.8445@example.com,1,5,4,10,2,5
1.2.8412@example.com,1,3,4,8,5,8
1.2.8400@example.com,1,4,4,9,7,3
1.2.8399@example.com,1,3,4,8,2,4
1.2.8391@example.com,1,5,4,10,4,4
1.2.8386@example.com,1,3,4,10,5,5
1.2.8377@example.com,1,11,4,13,3,8
1.2.837@example.com,1,4,4,9,1,3
1.2.8363@example.com,1,5,4,10,4,4
1.2.8352@example.com,1,11,4,9,7,11
1.2.8343@example.com,1,1,4,6,2,4
1.2.8329@example.com,1,5,4,10,5,4
1.2.8325@example.com,1,7,4,10,8,4
1.2.8311@example.com,1,4,4,6,3,3
1.2.8302@example.com,1,4,4,9,2,4
1.2.830@example.com,1,1,4,1,1,1
1.2.8296@example.com,1,5,4,14,1,9
1.2.8287@example.com,1,4,4,9,3,4
1.2.8282@example.com,1,1,4,4,1,1
1.2.8272@example.com,1,5,4,7,4,5
1.2.8264@example.com,1,5,4,9,6,6
1.2.8255@example.com,1,17,4,17,12,9
1.2.8244@example.com,1,4,4,9,1,4
1.2.8230@example.com,1,8,4,9,3,4
1.2.8228@example.com,1,11,4,11,4,5
1.2.822@example.com,1,6,4,10,2,4
1.2.8219@example.com,1,3,4,8,1,4
1.2.8212@example.com,1,7,4,15,4,6
1.2.8179@example.com,1,4,4,8,2,4
1.2.8144@example.com,1,2,4,11,4,5
1.2.8137@example.com,1,4,4,14,6,5
1.2.8134@example.com,1,5,4,9,5,5
1.2.8131@example.com,1,8,4,9,4,3
1.2.810@example.com,1,9,4,8,5,3
1.2.8097@example.com,1,3,4,6,3,3
1.2.8096@example.com,1,4,4,11,1,4
1.2.8088@example.com,1,5,4,10,7,7
1.2.8085@example.com,1,5,4,4,2,1
1.2.8073@example.com,1,3,4,6,1,4
1.2.8059@example.com,1,8,4,9,2,4
1.2.8048@example.com,1,2,4,10,1,4
1.2.8045@example.com,1,5,4,10,2,5
1.2.8043@example.com,1,5,4,10,5,4
1.2.8015@example.com,1,4,4,9,2,3
1.2.7996@example.com,1,7,4,11,5,7
1.2.7988@example.com,1,4,4,6,1,4
1.2.7987@example.com,1,3,4,8,2,3
1.2.7977@example.com,1,5,4,9,1,4
1.2.7972@example.com,1,4,4,11,1,4
1.2.7967@example.com,1,4,4,7,3,5
1.2.7957@example.com,1,3,4,8,3,4
1.2.7949@example.com,1,4,4,8,1,4
1.2.7940@example.com,1,4,4,10,6,5
1.2.7927@example.com,1,3,4,5,4,4
1.2.7919@example.com,1,8,4,9,6,5
1.2.7910@example.com,1,5,4,10,0,4
1.2.790@example.com,1,2,4,9,1,4
1.2.7889@example.com,1,3,4,10,0,5
1.2.7869@example.com,1,6,4,3,1,2
1.2.7867@example.com,1,2,4,7,1,3
1.2.7866@example.com,1,3,4,10,2,3
1.2.7810@example.com,1,4,4,9,2,4
1.2.7782@example.com,1,7,4,12,9,9
1.2.7776@example.com,1,5,4,9,4,4
1.2.7764@example.com,1,5,4,6,10,3
1.2.7750@example.com,1,7,4,8,9,6
1.2.7740@example.com,1,4,4,12,7,6
1.2.7707@example.com,1,5,4,14,2,5
1.2.7695@example.com,1,4,4,5,1,4
1.2.769@example.com,1,5,4,6,4,4
1.2.765@example.com,1,4,4,6,2,4
1.2.7646@example.com,1,4,4,5,2,4
1.2.7630@example.com,1,5,4,8,1,3
1.2.7616@example.com,1,3,4,16,2,6
1.2.7608@example.com,1,7,4,10,6,6
1.2.7580@example.com,1,4,4,7,9,4
1.2.757@example.com,1,7,4,14,4,7
1.2.7539@example.com,1,5,4,9,4,3
1.2.7532@example.com,1,10,4,7,7,6
1.2.7527@example.com,1,5,4,11,4,6
1.2.7501@example.com,1,6,4,8,5,7
1.2.749@example.com,1,4,4,11,4,7
1.2.7477@example.com,1,2,4,9,0,3
1.2.7473@example.com,1,2,4,4,1,2
1.2.7455@example.com,1,7,4,10,5,4
1.2.7447@example.com,1,1,4,1,1,1
1.2.7436@example.com,1,4,4,10,3,7
1.2.7416@example.com,1,4,4,7,3,3
1.2.7407@example.com,1,4,4,5,1,4
1.2.7400@example.com,1,4,4,7,2,4
1.2.7378@example.com,1,4,4,8,1,4
1.2.7376@example.com,1,8,4,9,9,6
1.2.7349@example.com,1,9,4,11,4,5
1.2.7328@example.com,1,3,4,10,5,4
1.2.732@example.com,1,5,4,10,8,4
1.2.7317@example.com,1,4,4,7,3,3
1.2.7315@example.com,1,4,4,5,3,4
1.2.7294@example.com,1,5,4,12,6,5
1.2.7289@example.com,1,5,4,8,3,4
1.2.7287@example.com,1,5,4,7,3,4
1.2.7259@example.com,1,8,4,8,3,4
1.2.7253@example.com,1,4,4,5,4,3
1.2.7247@example.com,1,4,4,10,2,5
1.2.7242@example.com,1,3,4,10,1,3
1.2.7224@example.com,1,5,4,9,7,4
1.2.7220@example.com,1,5,4,12,1,6
1.2.722@example.com,1,5,4,8,4,5
1.2.7217@example.com,1,3,4,10,6,4
1.2.720@example.com,1,7,4,8,3,4
1.2.7191@example.com,1,4,4,12,6,8
1.2.7166@example.com,1,5,4,9,2,3
1.2.7159@example.com,1,5,4,10,1,2
1.2.7141@example.com,1,3,4,7,3,4
1.2.7110@example.com,1,4,4,12,8,6
1.2.7037@example.com,1,7,4,19,3,7
1.2.7007@example.com,1,5,4,7,2,5
1.2.6990@example.com,1,13,4,15,6,7
1.2.6987@example.com,1,4,4,10,1,4
1.2.6977@example.com,1,4,4,9,6,5
1.2.6959@example.com,1,5,4,9,3,3
1.2.6948@example.com,1,6,4,11,13,8
1.2.6930@example.com,1,5,4,7,1,3
1.2.6926@example.com,1,5,4,11,4,5
1.2.6911@example.com,1,7,4,8,6,6
1.2.6908@example.com,1,10,4,9,2,4
1.2.6895@example.com,1,4,4,11,3,5
1.2.6887@example.com,1,7,4,9,7,8
1.2.6885@example.com,1,4,4,9,1,4
1.2.6876@example.com,1,3,4,7,1,3
1.2.6870@example.com,1,5,4,10,4,6
1.2.6866@example.com,1,3,4,9,1,3
1.2.6855@example.com,1,2,4,1,5,2
1.2.6846@example.com,1,5,4,11,2,4
1.2.684@example.com,1,7,4,5,3,4
1.2.6838@example.com,1,6,4,7,9,7
1.2.6836@example.com,1,5,4,6,6,5
1.2.6788@example.com,1,9,4,11,3,5
1.2.6779@example.com,1,5,4,11,5,5
1.2.6771@example.com,1,6,4,12,4,10
1.2.6747@example.com,1,5,4,12,3,5
1.2.6713@example.com,1,4,4,9,5,3
1.2.6707@example.com,1,7,4,8,7,5
1.2.6706@example.com,1,9,4,11,6,6
1.2.6701@example.com,1,6,4,9,7,4
1.2.6697@example.com,1,5,4,7,1,4
1.2.6690@example.com,1,4,4,11,4,5
1.2.668@example.com,1,4,4,11,5,4
1.2.6665@example.com,1,6,4,9,5,5
1.2.6649@example.com,1,4,4,11,4,6
1.2.663@example.com,1,4,4,8,2,8
1.2.6600@example.com,1,6,4,7,5,5
1.2.6590@example.com,1,3,4,8,0,3
1.2.6583@example.com,1,4,4,15,3,5
1.2.656@example.com,1,4,4,11,8,3
1.2.6550@example.com,1,2,4,10,2,4
1.2.654@example.com,1,4,4,10,4,4
1.2.6523@example.com,1,8,4,9,4,4
1.2.6510@example.com,1,4,4,9,4,5
1.2.6507@example.com,1,4,4,9,1,4
1.2.6493@example.com,1,2,4,8,2,4
1.2.6466@example.com,1,2,4,1,2,1
1.2.6465@example.com,1,7,4,6,3,4
1.2.6451@example.com,1,7,4,14,4,7
1.2.6441@example.com,1,3,4,10,3,4
1.2.642@example.com,1,1,4,1,4,1
1.2.6399@example.com,1,7,4,10,6,4
1.2.6393@example.com,1,5,4,13,4,6
1.2.6390@example.com,1,5,4,10,3,4
1.2.6383@example.com,1,3,4,8,8,4
1.2.6376@example.com,1,3,4,9,5,4
1.2.6372@example.com,1,6,4,12,5,8
1.2.6369@example.com,1,3,4,8,6,3
1.2.6346@example.com,1,5,4,10,4,5
1.2.6345@example.com,1,4,4,8,3,4
1.2.6322@example.com,1,5,4,9,1,4
1.2.6276@example.com,1,4,4,12,4,4
1.2.6274@example.com,1,3,4,6,1,2
1.2.6245@example.com,1,1,4,1,1,4
1.2.622@example.com,1,4,4,9,1,4
1.2.6216@example.com,1,4,4,7,2,2
1.2.6203@example.com,1,4,4,10,3,3
1.2.6195@example.com,1,7,4,11,7,5
1.2.6191@example.com,1,4,4,7,1,4
1.2.6181@example.com,1,6,4,9,10,4
1.2.6178@example.com,1,4,4,8,4,4
1.2.6159@example.com,1,4,4,6,6,3
1.2.6156@example.com,1,8,4,5,5,3
1.2.6129@example.com,1,6,4,11,4,5
1.2.612@example.com,1,3,4,9,3,5
1.2.6108@example.com,1,8,4,14,6,6
1.2.6100@example.com,1,5,4,5,2,4
1.2.6084@example.com,1,4,4,10,3,4
1.2.608@example.com,1,3,4,10,5,5
1.2.6078@example.com,1,3,4,6,3,3
1.2.6076@example.com,1,5,4,12,3,5
1.2.6074@example.com,1,3,4,8,3,3
1.2.6066@example.com,1,8,4,6,6,4
1.2.6064@example.com,1,3,4,4,4,1
1.2.6062@example.com,1,7,4,10,4,5
1.2.6061@example.com,1,4,4,4,5,3
1.2.6057@example.com,1,4,4,7,3,4
1.2.6050@example.com,1,4,4,6,1,5
1.2.6036@example.com,1,4,4,14,8,6
1.2.6017@example.com,1,6,4,7,5,4
1.2.6013@example.com,1,4,4,7,5,4
1.2.599@example.com,1,4,4,11,3,4
1.2.5962@example.com,1,4,4,8,8,6
1.2.5948@example.com,1,4,4,7,0,4
1.2.5924@example.com,1,7,4,12,10,5
1.2.5916@example.com,1,3,4,10,1,4
1.2.5910@example.com,1,4,4,4,9,6
1.2.591@example.com,1,2,4,8,2,3
1.2.5901@example.com,1,4,4,2,9,3
1.2.5885@example.com,1,4,4,13,2,5
1.2.588@example.com,1,3,4,10,5,4
1.2.5866@example.com,1,4,4,8,4,4
1.2.5849@example.com,1,8,4,15,6,7
1.2.5846@example.com,1,9,4,8,3,5
1.2.5844@example.com,1,2,4,9,5,4
1.2.584@example.com,1,5,4,12,3,4
1.2.5825@example.com,1,4,4,8,3,5
1.2.5812@example.com,1,3,4,8,2,4
1.2.5810@example.com,1,3,4,9,1,4
1.2.5780@example.com,1,3,4,9,2,4
1.2.5741@example.com,1,8,4,7,3,4
1.2.5739@example.com,1,5,4,2,2,5
1.2.5730@example.com,1,4,4,12,2,6
1.2.5725@example.com,1,9,4,1,3,2
1.2.5657@example.com,1,4,4,9,2,6
1.2.5654@example.com,1,9,4,8,7,5
1.2.5650@example.com,1,3,4,11,2,5
1.2.5645@example.com,1,5,4,8,6,5
1.2.5635@example.com,1,5,4,12,8,5
1.2.5630@example.com,1,2,4,6,3,4
1.2.5629@example.com,1,4,4,9,6,4
1.2.5628@example.com,1,8,4,7,3,4
1.2.5614@example.com,1,3,4,10,9,6
1.2.5604@example.com,1,4,4,7,0,4
1.2.559@example.com,1,5,4,9,3,4
1.2.5589@example.com,1,4,4,9,7,4
1.2.5584@example.com,1,5,4,11,7,8
1.2.5578@example.com,1,1,4,4,1,1
1.2.5567@example.com,1,4,4,9,1,4
1.2.5563@example.com,1,4,4,10,5,4
1.2.5562@example.com,1,2,4,13,1,4
1.2.5560@example.com,1,10,4,17,11,6
1.2.5541@example.com,1,2,4,1,2,2
1.2.554@example.com,1,1,4,8,0,4
1.2.5527@example.com,1,4,4,9,8,7
1.2.5512@example.com,1,10,4,11,7,9
1.2.5509@example.com,1,4,4,6,6,4
1.2.5493@example.com,1,6,4,3,3,1
1.2.5477@example.com,1,5,4,12,2,7
1.2.5464@example.com,1,7,4,11,5,4
1.2.545@example.com,1,4,4,11,5,5
1.2.5446@example.com,1,4,4,8,4,5
1.2.5444@example.com,1,5,4,13,4,5
1.2.5413@example.com,1,6,4,12,3,5
1.2.5402@example.com,1,3,4,14,3,6
1.2.5389@example.com,1,3,4,7,5,4
1.2.5342@example.com,1,4,4,6,1,4
1.2.5325@example.com,1,3,4,9,1,3
1.2.5323@example.com,1,1,4,1,4,1
1.2.5318@example.com,1,3,4,7,2,4
1.2.5267@example.com,1,3,4,2,6,5
1.2.5235@example.com,1,5,4,10,7,7
1.2.5229@example.com,1,4,4,10,4,5
1.2.5227@example.com,1,6,4,6,2,9
1.2.5207@example.com,1,2,4,7,2,4
1.2.5182@example.com,1,4,4,11,3,5
1.2.5145@example.com,1,2,4,9,0,4
1.2.5124@example.com,1,3,4,11,5,5
1.2.5078@example.com,1,7,4,8,3,3
1.2.5073@example.com,1,3,4,9,3,4
1.2.5064@example.com,1,1,4,1,1,1
1.2.505@example.com,1,6,4,10,2,5
1.2.503@example.com,1,6,4,11,3,7
1.2.5026@example.com,1,5,4,7,8,5
1.2.5010@example.com,1,5,4,9,2,3
1.2.4988@example.com,1,5,4,10,10,4
1.2.4974@example.com,1,7,4,6,5,4
1.2.4948@example.com,1,6,4,17,4,8
1.2.493@example.com,1,8,4,9,10,9
1.2.4907@example.com,1,5,4,14,2,6
1.2.4906@example.com,1,3,4,8,3,4
1.2.4899@example.com,1,4,4,10,2,4
1.2.489@example.com,1,3,4,8,2,4
1.2.4884@example.com,1,6,4,14,3,6
1.2.4880@example.com,1,7,4,6,4,8
1.2.4873@example.com,1,9,4,12,7,4
1.2.4868@example.com,1,4,4,9,4,3
1.2.4845@example.com,1,6,4,12,3,6
1.2.4843@example.com,1,5,4,11,4,5
1.2.4842@example.com,1,5,4,11,6,4
1.2.4841@example.com,1,5,4,7,3,5
1.2.483@example.com,1,3,4,6,1,3
1.2.4816@example.com,1,12,4,9,4,5
1.2.4815@example.com,1,5,4,10,5,4
1.2.4813@example.com,1,7,4,14,9,6
1.2.4807@example.com,1,5,4,7,1,4
1.2.4791@example.com,1,5,4,10,4,4
1.2.4770@example.com,1,4,4,11,2,5
1.2.4755@example.com,1,3,4,10,1,3
1.2.4752@example.com,1,5,4,13,5,5
1.2.4726@example.com,1,3,4,9,5,4
1.2.4703@example.com,1,5,4,7,3,5
1.2.4699@example.com,1,1,4,6,3,2
1.2.467@example.com,1,8,4,16,12,12
1.2.4656@example.com,1,8,4,7,9,7
1.2.4653@example.com,1,4,4,9,1,3
1.2.4630@example.com,1,4,4,7,2,4
1.2.4618@example.com,1,8,4,7,6,7
1.2.4608@example.com,1,4,4,10,3,3
1.2.4598@example.com,1,5,4,10,5,3
1.2.4572@example.com,1,5,4,1,1,1
1.2.4553@example.com,1,4,4,8,2,4
1.2.4546@example.com,1,3,4,10,2,7
1.2.4533@example.com,1,5,4,12,2,5
1.2.4528@example.com,1,3,4,8,2,3
1.2.4522@example.com,1,8,4,11,1,7
1.2.452@example.com,1,7,4,21,4,6
1.2.4500@example.com,1,1,4,6,3,2
1.2.4486@example.com,1,1,4,12,4,5
1.2.4471@example.com,1,3,4,8,3,3
1.2.4465@example.com,1,7,4,4,6,4
1.2.4457@example.com,1,2,4,9,3,3
1.2.4445@example.com,1,2,4,8,1,3
1.2.4433@example.com,1,4,4,8,8,5
1.2.4419@example.com,1,6,4,11,6,4
1.2.4411@example.com,1,5,4,13,5,5
1.2.441@example.com,1,2,4,13,2,5
1.2.4409@example.com,1,5,4,12,3,4
1.2.4397@example.com,1,5,4,10,3,5
1.2.4371@example.com,1,2,4,9,3,3
1.2.4367@example.com,1,4,4,7,4,3
1.2.436@example.com,1,11,4,7,4,3
1.2.4356@example.com,1,4,4,7,1,3
1.2.4354@example.com,1,3,4,9,5,4
1.2.4348@example.com,1,4,4,11,10,9
1.2.433@example.com,1,12,4,5,3,6
1.2.4324@example.com,1,4,4,9,0,4
1.2.4321@example.com,1,4,4,9,9,4
1.2.4318@example.com,1,4,4,12,6,6
1.2.4315@example.com,1,5,4,8,6,9
1.2.4302@example.com,1,5,4,10,8,6
1.2.4293@example.com,1,10,4,7,5,5
1.2.4271@example.com,1,4,4,9,4,4
1.2.4217@example.com,1,5,4,11,5,4
1.2.4208@example.com,1,10,4,9,6,5
1.2.4207@example.com,1,4,4,8,5,3
1.2.4204@example.com,1,3,4,11,3,4
1.2.4202@example.com,1,8,4,11,3,10
1.2.4197@example.com,1,4,4,10,2,4
1.2.4189@example.com,1,3,4,8,2,3
1.2.4180@example.com,1,6,4,8,2,4
1.2.4174@example.com,1,3,4,14,6,4
1.2.4125@example.com,1,3,4,8,4,3
1.2.4106@example.com,1,5,4,9,7,4
1.2.4103@example.com,1,4,4,13,2,5
1.2.4098@example.com,1,6,4,14,6,6
1.2.4085@example.com,1,5,4,11,15,10
1.2.4071@example.com,1,5,4,6,3,3
1.2.4063@example.com,1,4,4,6,3,4
1.2.4054@example.com,1,4,4,8,1,7
1.2.4036@example.com,1,6,4,12,2,6
1.2.4030@example.com,1,5,4,10,5,4
1.2.4017@example.com,1,6,4,10,8,6
1.2.3975@example.com,1,4,4,8,1,4
1.2.3971@example.com,1,5,4,12,5,5
1.2.3920@example.com,1,3,4,10,5,7
1.2.3910@example.com,1,4,4,6,2,3
1.2.3907@example.com,1,3,4,8,2,3
1.2.390@example.com,1,7,4,17,8,7
1.2.3896@example.com,1,4,4,10,3,4
1.2.3882@example.com,1,5,4,6,2,4
1.2.3879@example.com,1,3,4,10,4,4
1.2.3873@example.com,1,4,4,10,1,4
1.2.3849@example.com,1,4,4,8,1,5
1.2.3842@example.com,1,2,4,9,7,5
1.2.3841@example.com,1,3,4,7,5,4
1.2.383@example.com,1,4,4,9,3,4
1.2.3816@example.com,1,2,4,8,5,2
1.2.3809@example.com,1,10,4,8,7,5
1.2.3807@example.com,1,5,4,7,6,3
1.2.3787@example.com,1,9,4,10,3,6
1.2.3780@example.com,1,5,4,10,3,4
1.2.3770@example.com,1,1,4,7,6,3
1.2.377@example.com,1,2,4,9,3,3
1.2.3746@example.com,1,3,4,10,4,4
1.2.3738@example.com,1,7,4,9,2,7
1.2.3737@example.com,1,4,4,9,2,4
1.2.3733@example.com,1,4,4,9,3,6
1.2.373@example.com,1,6,4,14,2,6
1.2.3723@example.com,1,8,4,9,2,4
1.2.3716@example.com,1,2,4,7,1,3
1.2.3712@example.com,1,5,4,11,5,8
1.2.3705@example.com,1,4,4,10,4,5
1.2.3697@example.com,1,4,4,7,3,3
1.2.3694@example.com,1,9,4,14,2,10
1.2.3685@example.com,1,4,4,6,3,4
1.2.3681@example.com,1,8,4,7,5,5
1.2.3679@example.com,1,3,4,8,4,4
1.2.3661@example.com,1,2,4,7,3,7
1.2.3651@example.com,1,6,4,9,5,8
1.2.3638@example.com,1,4,4,7,3,4
1.2.3621@example.com,1,5,4,12,2,9
1.2.3590@example.com,1,4,4,10,2,4
1.2.3568@example.com,1,5,4,11,2,5
1.2.3562@example.com,1,4,4,11,3,4
1.2.3554@example.com,1,4,4,13,4,3
1.2.3536@example.com,1,4,4,10,8,3
1.2.3532@example.com,1,5,4,9,1,5
1.2.3523@example.com,1,9,4,10,6,5
